"","V1","V2","V3"
"5699",20.0648423633,1.0017099892,15.1792602106
"5700",20.2336580448,1.641132974,15.2655558061
"5701",21.7196193274,1.9276777736,16.07583014
"5702",23.4187044293,1.906054275,16.8754740056
"5703",24.3021631494,1.9643952117,15.8596044991
"5704",20.6706428759,1.7644531179,17.5245092659
"5705",20.3875059444,2.0172399598,17.511789489
"5706",20.0562024338,1.7338311496,16.1129569078
"5707",24.490499253,2.0163713401,16.1604518685
"5708",21.5293376648,1.7633162807,16.8613336162
"5709",20.498530142,1.8725710587,14.8432203352
"5710",20.3701394794,1.1955378772,13.7997107653
"5711",20.7509505758,1.3662706661,14.1374739932
"5712",21.1256794569,1.2416114206,17.0418875936
"5713",22.5112557557,1.3065149487,20.1315934166
"5714",23.367406363,1.2808057584,18.3658568103
"5715",21.4342018035,1.2696695883,18.2661865583
"5716",19.656502232,1.3289685186,19.0441396066
"5717",20.1045993138,1.1675486236,17.8288104226
"5718",18.3098618979,1.4208628573,17.5021543227
"5719",18.4861583391,1.3833490651,15.6139748107
"5720",19.3584874305,1.5167847663,16.1681052312
"5721",19.8800347921,1.1503704186,15.2981217738
"5722",20.4685830711,1.3591835143,14.3905444008
"5723",20.3578781378,1.2180985315,15.6995288817
"5724",21.3363796982,1.2745228993,14.0224169735
"5725",20.6472956356,1.3040883401,15.072590171
"5726",19.8031074776,1.5143185604,15.8456203407
"5727",19.8260709531,1.7387041518,16.0036456681
"5728",18.6583477031,1.1859196934,18.0321826073
"5729",17.9865888142,1.4070603429,17.9559075432
"5730",18.1324271487,1.1566548301,16.8833553339
"5731",18.4814199072,1.6513317737,17.5695098488
"5732",17.2277283092,1.9747046209,16.3432550087
"5733",16.4617049211,1.6449456627,17.4987537262
"5734",16.0280045035,1.2635690862,18.0768644541
"5735",15.5484978805,1.5366040055,20.2030598783
"5736",15.2348537448,1.7503779438,23.7541244441
"5737",15.1844325235,1.1838441849,29.0262189034
"5738",15.1853172547,1.4970698327,26.6003316852
"5739",15.1849985873,1.2649030129,25.3441535583
"5740",15.1874418495,1.68091542,23.7095604059
"5741",15.1935694413,1.3715378968,26.0237849218
"5742",15.200610884,1.2632485486,28.5193456713
"5743",15.1920858133,1.2653357656,25.168969684
"5744",15.1859262656,1.2623583938,23.7653073235
"5745",15.1833629553,1.2591173699,22.153404469
"5746",15.186718047,0.6438816313,21.6631838125
"5747",15.1827249741,0.2221549187,21.2699597678
"5748",15.1815642907,0.2157178506,21.7000431992
"5749",15.1867774013,0.2141922342,20.4126742701
"5750",15.1776122332,0.2210330067,18.7378128179
"5751",15.1741402003,0.1183786303,18.1994117538
"5752",15.0967176511,0.0817113807,17.2905168198
"5753",15.1538798282,0.0037752723,16.6708175023
"5754",15.1645448178,0.0048376452,14.7450287565
"5755",15.1437419465,0.0049057642,14.2753283048
"5756",15.1421307212,0.0049335932,14.2725051129
"5757",14.0974405506,0.0141012718,12.3113257176
"5758",15.1604033616,0.0048750651,12.0139888248
"5759",15.1469213461,0.0037663763,10.679177172
"5760",15.16127378,0.0081288721,11.291018395
"5761",15.1483281823,0.0034630944,10.9635819776
"5762",15.1481520969,0.0034514255,10.3614448435
"5763",15.1590887756,0.0034521126,10.0494832895
"5764",15.1565715271,0.0034601713,10.1535567401
"5765",15.1461190551,0.003461606,10.3308584498
"5766",15.1499783299,0.0034553292,10.4549537434
"5767",15.1540105391,0.0034640874,9.736557424
"5768",15.1506661036,0.0034707542,9.7823775421
"5769",15.0872055474,0.0060051744,9.6618008727
"5770",15.1656565757,0.0034810451,9.486068853
"5771",15.1513317245,0.0047963003,9.2958920489
"5772",15.1557821545,0.0038439223,9.4786321835
"5773",15.1812246165,0.0034803452,9.5176330026
"5774",15.3282728096,0.0034728857,9.0754696625
"5775",15.328876632,0.0048577396,9.0171529837
"5776",15.3337147525,0.0050091162,9.1905344234
"5777",15.3235543912,0.0050048328,9.8235483779
"5778",15.542665673,0.005010908,9.4559997461
"5779",15.4096473394,0.0049962315,10.078728935
"5780",15.3233533907,0.0049896621,10.512793842
"5781",15.3184209737,0.0049729377,11.2136935353
"5782",15.3216428117,0.0048688193,10.0924734969
"5783",15.3252522274,0.0037673358,11.3663694853
"5784",15.2713707365,0.0308058946,12.2458322571
"5785",15.2025047716,0.3364749391,11.6335556155
"5786",15.2029283904,0.2238683506,14.021316266
"5787",15.1995700561,0.2046244938,15.1333729214
"5788",15.205094864,0.1120488641,15.6706176552
"5789",15.2548272146,0.1199195636,16.1253010228
"5790",15.3752114496,0.2675070939,16.1815860347
"5791",15.7590548468,0.4483853666,18.0089983777
"5792",16.6420726788,0.4924635494,15.8421116306
"5793",16.3365133722,0.5557721984,16.1216928714
"5794",17.7314546532,0.446542877,16.5900666949
"5795",16.5346544511,1.2408439516,15.6138950866
"5796",16.9694147283,1.6509221057,17.0247438457
"5797",18.1423886718,1.3937377261,16.2928851107
"5798",18.7720943584,1.7382535365,16.4752775643
"5799",18.4376613728,1.4855196615,13.3562869219
"5800",18.5884315783,2.026558487,14.0712919375
"5801",19.9949398653,1.7848298176,13.924038949
"5802",20.4926986455,1.9620036843,13.5386216486
"5803",21.8898889591,1.8287455487,13.8846993019
"5804",22.2666023583,1.8889246305,14.3115267706
"5805",22.9722938808,1.8673297045,13.0988349432
"5806",23.7102752831,1.7379871264,13.9763970268
"5807",27.0881763839,1.6750232069,14.7715780227
"5808",29.3653724469,1.7696058218,14.8077846221
"5809",29.5310950571,1.9853841954,16.4213151935
"5810",29.6439698779,1.2385015613,16.8928148236
"5811",25.6909680625,1.74028471,17.9402401939
"5812",28.7164328178,1.4623320975,16.7056746479
"5813",29.2377086365,1.6895685208,15.1528096796
"5814",29.9773812971,1.4841481482,18.9169886331
"5815",28.0042721029,1.6825052369,17.1119823777
"5816",26.7736750564,1.3313752181,13.9705276236
"5817",25.1768957128,1.3529703512,13.9903320679
"5818",24.2598660164,1.3465873714,13.3201799132
"5819",24.7369254264,1.5791444211,14.1213592515
"5820",21.3839707334,1.2735771321,14.0182829599
"5821",24.4046156752,1.1956763678,15.3187618445
"5822",22.632543265,1.3638508663,16.1384203673
"5823",22.0664767203,1.1497002256,15.2357240121
"5824",21.6862481339,1.7468017865,14.2634085617
"5825",19.2764590163,1.2345857925,15.0550963949
"5826",18.044398908,1.5345151687,16.7047585672
"5827",19.487155528,1.3036449306,18.6410352564
"5828",16.7297016255,1.4222571186,18.4753246355
"5829",17.0231655864,1.3110768781,19.9133159468
"5830",16.320909122,1.2267800497,19.4344041372
"5831",15.7799300513,1.3634357569,19.9310474649
"5832",15.3559844407,1.1741011111,21.0410637053
"5833",15.1988596873,1.4257838018,22.124877205
"5834",15.1935948963,1.1764339276,25.2578599258
"5835",15.1920078023,1.7306417482,25.9368332842
"5836",15.1930302848,1.8119933005,22.7343927029
"5837",15.1958684547,1.5693257704,22.7329787798
"5838",15.1969668449,1.276387857,22.9449163244
"5839",15.1911227121,1.2647661234,25.5602187755
"5840",15.1920191047,1.2583977755,24.0062446565
"5841",15.1157232987,0.9019306513,24.3034612035
"5842",15.0619798227,0.2178649802,25.3786300051
"5843",15.1811169401,0.2135823573,23.3231553183
"5844",15.1968232134,0.2200169196,22.9733666764
"5845",15.1970398119,0.2223186474,23.1185091401
"5846",15.1971599974,0.214669505,20.5019894525
"5847",15.1995697851,0.1129884972,18.6707986059
"5848",15.1114993953,0.0934170601,17.4904815425
"5849",15.1655543678,0.0038073494,17.8299918913
"5850",15.1603786412,0.0048245359,15.2548276216
"5851",15.152336389,0.0049060275,14.2567751242
"5852",15.1465746303,0.0049120731,15.1591202623
"5853",13.8109454685,0.0131481164,13.861132991
"5854",14.0182736342,0.0095310598,12.7894244829
"5855",15.158859197,0.0037996453,11.7438792013
"5856",15.1805846991,0.0034795568,11.1939951043
"5857",15.3119580785,0.003485267,11.0963579575
"5858",15.2508449771,0.0034981987,10.3043087904
"5859",15.1528791681,0.0034995446,9.5159228745
"5860",15.1528779296,0.0052256214,10.1997300321
"5861",15.1671197133,0.0034855739,9.6063911703
"5862",15.1563050471,0.0034817315,9.0948487218
"5863",15.1502779022,0.0034976917,9.2717853888
"5864",15.1584050188,0.0034967033,9.1465144879
"5865",15.3121944526,0.0060391267,9.1062761644
"5866",15.2132900458,0.0034777411,8.8899729964
"5867",15.1559218021,0.0048473124,8.9551764499
"5868",15.1539936679,0.0038943808,8.9353383688
"5869",15.1971478465,0.0034870802,8.6770701557
"5870",15.4057105656,0.0034855168,8.7254223305
"5871",15.3104668497,0.0048728764,9.3449455671
"5872",15.294039202,0.0050127085,9.2474159851
"5873",15.4292917161,0.0049867714,9.2026020829
"5874",15.3117299793,0.004977421,9.6904835675
"5875",15.3010395784,0.0049708833,9.7272302787
"5876",15.2977512508,0.004960293,10.0915896665
"5877",15.3399546356,0.0049737167,10.2789522583
"5878",15.3877566468,0.0049519597,10.138780052
"5879",15.2965992245,0.0037906727,10.7906723217
"5880",15.2590963161,0.0308565487,10.588800035
"5881",15.188718176,0.3581384416,11.6441958718
"5882",15.1819357155,0.213378813,15.0849558266
"5883",15.1852967682,0.2081258027,13.8830371211
"5884",15.2361916419,0.2677125626,15.3537395015
"5885",15.5440399281,0.1097772125,15.4005843076
"5886",15.8998977103,0.1404608987,15.9925112917
"5887",16.6076610779,0.4554604851,15.8290939013
"5888",17.8808033508,0.45789136,17.403229122
"5889",19.4038148334,0.5494818899,15.7021457548
"5890",19.7073031922,1.305796819,15.8404995122
"5891",20.8724777005,0.6827265211,17.2572227422
"5892",20.5966748573,1.603141714,18.7501832137
"5893",21.5193374507,1.7038187371,14.9389077765
"5894",23.3269905691,1.558525434,13.8419421571
"5895",22.9274725386,1.7283266728,15.8944827542
"5896",23.553857675,1.4713725921,20.6811264451
"5897",22.2805380564,1.7287686773,15.9966539596
"5898",22.6875077375,1.1556054255,13.8457970153
"5899",23.4360673515,1.3717056847,16.3755527807
"5900",23.7601506903,1.2067190879,17.1050536412
"5901",24.865561359,1.3171940585,15.5468749689
"5902",23.8946877566,1.2737809865,14.8566033783
"5903",23.1500074667,1.2439511258,16.7255620183
"5904",24.5603469293,1.3362813127,15.9113049841
"5905",25.004128423,1.1925482096,14.8786415029
"5906",24.1149047193,1.8717991915,15.1831580397
"5907",23.4082557181,1.7349284209,15.0831195446
"5908",24.6949413475,2.0002571539,16.3650635672
"5909",25.8805631676,1.5921316872,15.6388418221
"5910",29.3927229552,1.3125864533,14.0933130685
"5911",30.1210260126,1.486339144,15.2384700787
"5912",27.0587603133,1.2900231497,15.0129720195
"5913",25.8067203768,1.3303042927,13.9667505762
"5914",25.8301116913,1.1565979839,14.6841020764
"5915",25.4392045068,1.386480138,14.6486882555
"5916",22.941480223,1.1446397131,15.2231388597
"5917",21.854903324,1.3040621644,14.5349946038
"5918",20.4788997369,1.2944864542,14.7259083789
"5919",20.3410484046,1.1617991877,14.8475704225
"5920",21.2693712723,1.3989157285,14.5119103981
"5921",19.5387526889,1.1736531828,14.3772099073
"5922",18.335166963,1.3444861296,14.3332104049
"5923",18.0122336677,1.2162111381,14.2633534734
"5924",17.3871600395,1.2093215054,14.486767932
"5925",16.447672359,1.3611733507,15.3853474065
"5926",15.9493784393,1.1616735434,16.3596579977
"5927",15.5151714742,1.3874452302,19.0020998326
"5928",15.2465524767,1.1914992655,19.7051120047
"5929",15.1693596564,1.4078609486,20.7355757751
"5930",15.1713463956,1.5101063398,21.9563509649
"5931",15.1764383826,1.267983242,21.1682965936
"5932",15.1763341914,1.4377438227,23.4535254542
"5933",15.175837729,1.2742454038,23.7921724234
"5934",15.177877095,1.266562643,23.0407819186
"5935",15.174015508,1.2569256028,23.0212512643
"5936",15.1752347481,1.2648733674,22.8103803641
"5937",15.1694970538,0.5860284371,22.2547972172
"5938",15.1724417042,0.217161153,22.3942570961
"5939",15.1784236382,0.2204780519,22.6766412218
"5940",15.180754351,0.222014684,23.2217782587
"5941",15.1755863051,0.2174412364,22.4815128989
"5942",15.1751648214,0.2196838736,20.3475362421
"5943",15.1750128294,0.1213338924,20.4818822077
"5944",15.0821798543,0.0868525327,19.064517619
"5945",15.1467776639,0.0038287174,17.510575024
"5946",15.1571933654,0.0048856175,16.4883734798
"5947",15.135767876,0.0049397284,17.2015751392
"5948",15.1336921558,0.0049577798,16.1222197183
"5949",15.1507008944,0.0049512295,14.7524174062
"5950",14.6139556497,0.0109870835,13.5188840565
"5951",13.8006151738,0.0072924679,13.8404561328
"5952",14.333140609,0.0073090291,12.2917840768
"5953",15.3042137831,0.003455269,10.6995683193
"5954",15.2280509847,0.0034561642,11.134266518
"5955",15.1544776917,0.0034493731,10.2662958376
"5956",15.145756036,0.0059291081,11.7015227724
"5957",15.1421709314,0.0034755736,11.2321762941
"5958",15.1494544612,0.0034749313,11.4508158135
"5959",15.1445928911,0.0034786432,9.3375674123
"5960",15.1379585935,0.0034797547,9.7243036977
"5961",15.0801098349,0.0060805648,10.3000070563
"5962",15.1570194954,0.0034933411,10.1471868323
"5963",15.1486857387,0.0048787637,9.2346221638
"5964",15.1472778111,0.0039056669,9.896460102
"5965",15.1566344543,0.0035033863,9.4555918228
"5966",15.1901409656,0.00349766,9.2600543638
"5967",15.3063289159,0.0048855757,8.9638551877
"5968",15.3162060136,0.0050068695,9.142142571
"5969",15.5320833061,0.0049927358,9.4409085626
"5970",15.3824074637,0.0049794163,9.2251929266
"5971",15.2961178647,0.0049772073,9.1668041417
"5972",15.294348562,0.0049895738,8.8766028563
"5973",15.289703531,0.0050232685,9.2963100544
"5974",15.4197412195,0.005023241,9.3464501213
"5975",15.3009754735,0.0038157575,8.6447554712
"5976",15.2487215643,0.0258246157,9.4264796103
"5977",15.183352652,0.22846792,10.3958044645
"5978",15.1817651064,0.3397070346,10.4278627316
"5979",15.1774203411,0.1744798197,10.7681597363
"5980",15.1984113355,0.1108266508,11.217668644
"5981",15.4355140086,0.2259451739,11.7733607274
"5982",16.0401001387,0.1657769034,11.6581078131
"5983",16.8595704726,0.4456666629,12.4839565832
"5984",17.9840617378,0.4477931878,13.2748409717
"5985",18.7703137079,0.5523498555,13.1305226741
"5986",19.6466071403,0.5502706427,13.4088216449
"5987",20.7649688176,0.6380580046,14.2452619568
"5988",21.5933906661,1.6917631307,14.5748863815
"5989",22.4191234546,1.1926726454,19.3216628542
"5990",23.6025027355,1.4122817996,21.449777602
"5991",23.5433466437,1.1964416316,19.2527823476
"5992",20.3415728996,1.4453689173,16.8911514835
"5993",21.8308866178,1.2420226495,15.3220034786
"5994",21.2293791661,1.5711086207,15.7320727248
"5995",21.5867020475,1.2823362636,16.3064301938
"5996",27.2856702042,1.2063516889,17.1109339969
"5997",21.5613719474,1.34610421,18.0928151311
"5998",28.482591744,1.3870828113,18.2844655341
"5999",23.3621585202,1.4731684036,18.6029463669
"6000",22.610489783,1.1507127495,16.0116211228
"6001",22.6803432607,1.2957366523,17.684816319
"6002",21.8742535479,1.2383126993,16.7790103234
"6003",21.5275381844,1.1621358784,18.1744982548
"6004",21.7776369467,1.3878930263,16.5321545473
"6005",21.653861213,1.1785649071,17.479860713
"6006",21.4969249414,1.3818412711,17.3538157252
"6007",22.0743208943,1.3172223101,16.9273602028
"6008",22.5635047087,1.3962761395,16.7195392557
"6009",23.2659410996,1.3076360954,17.3011595345
"6010",22.3093750877,1.156751282,17.3235840101
"6011",21.4448453445,1.3835053986,17.126786129
"6012",22.0299508139,1.1441474779,17.2882574334
"6013",25.9508122267,1.1957304748,16.1447934271
"6014",26.2021779439,1.3282517671,15.6644976776
"6015",25.2780875906,1.1439387257,15.7794045662
"6016",22.1887045693,1.3303342541,16.6701027706
"6017",20.2294032413,1.2043193132,17.3552506182
"6018",21.0029464858,1.1596897391,17.7789373581
"6019",19.4835485761,1.3864336883,18.4218224154
"6020",18.5432066601,1.1579905496,16.9166517032
"6021",17.0858770295,1.2720136254,18.1839826192
"6022",16.3111036873,1.2748614181,18.5025126815
"6023",15.7267100474,1.1607499518,19.963650736
"6024",15.4739235527,1.4969423072,26.4901211263
"6025",15.2110407961,1.1635560801,25.7862413367
"6026",15.1770059569,1.1647766191,29.0448362542
"6027",15.183759434,1.2526675312,27.515355525
"6028",15.1868883832,1.3733652625,25.2994857714
"6029",15.1884508991,1.5145952479,26.3685960099
"6030",15.1849559954,0.9537935311,25.6588942792
"6031",15.1861026464,0.4281335868,25.8962205479
"6032",15.1811941863,0.2255850072,22.9424024972
"6033",15.1847906059,0.2145926933,24.0173554672
"6034",15.1841377511,0.2147107012,23.7669997534
"6035",15.1809073751,0.2254489208,23.2324732704
"6036",15.1777431212,0.2145989207,24.1228375777
"6037",15.1766368656,0.2150390482,23.1221643429
"6038",15.1841224512,0.226327981,19.9810563305
"6039",15.1877751221,0.1127660255,19.8753054331
"6040",15.1101410893,0.0817775459,19.2841816165
"6041",15.1704832226,0.003775862,17.7671985369
"6042",15.1649161835,0.0049151801,17.0404790386
"6043",15.1496268209,0.0049743153,17.366834269
"6044",15.1594516323,0.0049887045,15.7453750147
"6045",13.8094903464,0.0131334425,15.1591670099
"6046",14.9326608571,0.0072234775,14.4588447632
"6047",15.162283861,0.003750486,13.5517501394
"6048",15.1581977934,0.0034398366,13.0409086008
"6049",15.1538694978,0.0034559994,13.2435112406
"6050",15.1614154654,0.0034678063,12.3454490359
"6051",15.1610555305,0.0034432573,11.9593797509
"6052",15.1547905899,0.0034432758,10.9604946547
"6053",15.1463937671,0.0034605968,11.0527642774
"6054",15.157751345,0.0034545768,10.9448814658
"6055",15.1468347809,0.0034757004,10.8784992374
"6056",15.1435939958,0.003473731,10.2117869759
"6057",15.097994608,0.0059490552,10.0527462997
"6058",15.1538793912,0.0034713768,9.4015316856
"6059",15.1526576268,0.0047127614,9.2487379492
"6060",15.1629535527,0.0038289375,9.0439047705
"6061",15.1428196192,0.0034868633,9.6401828396
"6062",15.1736118058,0.0034850042,9.4634224483
"6063",15.3240418246,0.0048685277,9.1723859116
"6064",15.3137314814,0.004953365,8.9646118385
"6065",15.309242376,0.0049619821,9.2949462645
"6066",15.3180976726,0.0049892346,9.3293919827
"6067",15.3011169403,0.0050069499,8.8913752165
"6068",15.3008014375,0.0051770522,9.0712394218
"6069",15.302295061,0.0049831107,9.6450045214
"6070",15.3082068008,0.0049825926,9.4889701975
"6071",15.3040736489,0.0037961791,9.540787984
"6072",15.2647062253,0.0272191235,9.9327730331
"6073",15.1969912353,0.2225529494,10.3306953294
"6074",15.1974426504,0.2158831587,11.3942673771
"6075",15.1934870054,0.2160506249,12.3979772052
"6076",15.1870460759,0.1588533578,13.2481217899
"6077",15.1915868582,0.1117767862,15.1619755721
"6078",15.2936241157,0.1082601683,14.6279147777
"6079",15.5456950156,0.1178591603,16.4169876472
"6080",15.9770924276,0.3427789747,14.3645415748
"6081",16.8179939413,0.2030581614,13.7305145601
"6082",17.1051195966,0.1143336405,14.6258592904
"6083",17.8253278095,0.111794076,15.5041776328
"6084",18.4546728885,0.1075546283,14.7856803132
"6085",18.1004933841,0.0988202334,16.2275959046
"6086",18.0117540586,0.1037449771,14.2574600592
"6087",17.9643177307,0.0953482576,16.8122668685
"6088",17.5355138829,0.0954931901,21.0939780535
"6089",17.7482520302,0.1863643076,17.4104985631
"6090",18.6566168029,0.1341851997,19.1277114988
"6091",18.6358182271,0.0954734018,22.0045652821
"6092",19.5511849213,0.1070149635,17.5290752925
"6093",21.1762233993,0.0956247982,18.8832342948
"6094",21.2747918552,0.0953967622,18.551125954
"6095",21.4367484043,0.1039270459,20.0954541367
"6096",21.7206697835,0.0986953503,19.1051047691
"6097",22.0840117098,0.0955274616,21.1821359613
"6098",23.8387758536,0.0997150228,19.2156341445
"6099",22.6471189291,0.1029255362,20.7224140269
"6100",24.710162749,0.0956527233,19.9447185132
"6101",23.7691644558,0.0958568787,18.0091759702
"6102",24.2610571263,0.1070329309,20.4202328047
"6103",28.1117366714,0.0957774987,20.999295458
"6104",28.8584405832,0.0956882912,21.4073931676
"6105",28.9375310807,0.1069972712,16.5952386639
"6106",29.9861032902,0.0953427155,17.8780184773
"6107",29.4920001116,0.0953869744,19.5981227673
"6108",27.5546920293,0.1044454137,16.7968436266
"6109",26.5644050337,0.0976897905,17.5158472726
"6110",24.6194784751,0.0953304719,18.2774495517
"6111",21.406881245,0.1003171138,16.7749748121
"6112",22.6807127567,0.1021996879,16.0074993635
"6113",21.4590241018,0.1072901946,15.5602249498
"6114",20.278584602,0.1077184224,16.9373213692
"6115",19.0765338412,0.1181988588,18.2872496978
"6116",18.2475922857,0.1071507223,19.8492855932
"6117",16.6841124019,0.1070207625,18.7127470762
"6118",15.6773404077,0.1183515474,20.144612253
"6119",15.5751516079,0.1071535553,24.6057380834
"6120",15.3236330198,0.1086830892,22.1290949334
"6121",15.198636069,0.1207189993,25.4386417821
"6122",15.1939174903,0.2464273394,24.6915265149
"6123",15.1939554561,0.2590160132,26.1949740619
"6124",15.1946255689,0.2183282891,26.673940316
"6125",15.2052677087,0.2272722312,29.9813290804
"6126",15.2031369563,0.5133705987,26.3741798497
"6127",15.1976271473,0.368041828,25.3251082873
"6128",15.1962756653,0.2251503619,23.614774488
"6129",15.1955122669,0.2139378487,27.3055859381
"6130",15.1955187263,0.2138376283,23.2829751701
"6131",15.1892604815,0.224463525,22.0267678653
"6132",15.1882429089,0.3523922016,20.5672095561
"6133",15.1920699776,0.2136329213,19.8079200061
"6134",15.1972120933,0.2196493422,18.5433694207
"6135",15.1955848159,0.117337789,18.7493915589
"6136",15.1269962348,0.082897993,17.4229265735
"6137",15.2812057475,0.0037487537,17.0103833529
"6138",15.1732530977,0.0048010128,15.566347147
"6139",15.1516129409,0.0048855999,14.7063146233
"6140",15.2727653587,0.0048833142,13.8420771775
"6141",14.0960629642,0.0121238961,13.3757966214
"6142",13.802516265,0.0083492783,12.5559774007
"6143",13.8039813795,0.0072836598,11.5640552737
"6144",15.051883995,0.0055773869,10.6585361258
"6145",15.1653147878,0.0034495236,10.0388079663
"6146",15.2666323881,0.0034338429,9.2783769595
"6147",15.1506670258,0.0034463644,8.8999751686
"6148",15.1524370332,0.0034489863,9.0082209614
"6149",15.1494131782,0.0034579727,8.8134686801
"6150",15.2727497949,0.003445883,8.6526003432
"6151",15.1544049768,0.0034486164,8.8622541563
"6152",15.1430668653,0.0034682804,8.800095737
"6153",15.1828983501,0.006031058,8.4807487644
"6154",15.1694851571,0.0034509206,8.9819032882
"6155",15.1348946137,0.0047262462,8.7703875456
"6156",15.1289405074,0.0038199708,8.7521675588
"6157",15.273323232,0.0034608198,8.6848188916
"6158",15.3036858218,0.0034683461,8.7333236696
"6159",15.293739202,0.0049146133,8.9528994954
"6160",15.3596137905,0.0049945579,9.1225468911
"6161",15.3711616237,0.0050173897,9.7711827989
"6162",15.2905754023,0.0048779515,9.166944163
"6163",15.3283463739,0.0048428582,9.0416247604
"6164",15.3973701489,0.0048341608,9.6429927622
"6165",15.2970386436,0.0048479801,10.3138189541
"6166",15.2954124573,0.0048570564,9.7678596479
"6167",15.4283581562,0.0037464568,11.2218000819
"6168",15.2650381094,0.0261137184,10.8431150043
"6169",15.1873716815,0.2085496098,12.284937052
"6170",15.1896946551,0.3570414574,12.6807029903
"6171",15.1909864453,0.4587803634,14.6449769352
"6172",15.2721225149,0.1920852017,14.8034747762
"6173",15.5304618423,0.2400269524,16.9402203974
"6174",16.0292975172,0.1397911772,15.1919736911
"6175",16.4349922109,0.4573759682,15.6078114143
"6176",17.0781190883,0.5877513925,16.2318468275
"6177",17.5730607863,0.5358891752,16.5674642521
"6178",17.7845096358,0.6654984015,15.4079411997
"6179",17.6007079467,1.0402562491,16.8403078843
"6180",18.899271155,1.4981450548,14.6218045439
"6181",19.9600021001,1.2478294169,18.2836919116
"6182",22.3957420627,1.3719312549,15.135985534
"6183",23.4641020904,1.3068423152,16.5637219996
"6184",22.871418799,1.3244637677,15.0415833548
"6185",22.7669193971,1.4818358823,14.9371366247
"6186",23.8887024048,1.3751080244,18.3459653032
"6187",24.655471336,1.5849306499,16.2352893903
"6188",21.5330593489,1.3840093207,17.4900220744
"6189",21.4535469779,1.8022729256,15.9556834884
"6190",23.2153517661,1.4748143952,14.4204349829
"6191",21.5555656402,1.3804328095,15.0662433461
"6192",23.0563320106,1.2592157548,16.0543615161
"6193",22.710774032,1.2910735174,16.8532701596
"6194",22.1531146774,1.4555713233,15.6438193777
"6195",21.3196905557,1.1828678421,16.0975314963
"6196",24.4799950159,1.4481387603,15.6883836721
"6197",21.3525035592,1.3855106077,14.8317880796
"6198",22.3354835186,1.6183396932,16.1699906298
"6199",22.9924965887,1.4270304815,15.8558382818
"6200",25.8230423354,1.4775500027,14.8030472207
"6201",22.8121442461,1.6255996739,14.8343243729
"6202",26.1830745013,1.4868825209,14.128506184
"6203",21.2014163496,1.6827193231,15.3631097405
"6204",21.1761699174,1.4571412674,15.3446900621
"6205",22.4022062283,1.9548933903,14.9344727087
"6206",19.8298371242,1.4839936116,14.6177387414
"6207",18.5244111179,1.6370850579,14.9722178051
"6208",18.2275908957,1.5338720823,14.8872936282
"6209",18.884450147,1.5352752366,14.3790811798
"6210",18.0419362042,1.6409775422,15.6051884482
"6211",17.2140989428,1.4757852599,15.8323194547
"6212",16.4812358424,1.7094870123,16.4533364532
"6213",16.1877993507,1.464626866,21.5246049284
"6214",15.6704267838,1.6765557825,19.3471198262
"6215",15.3763110483,1.5152852383,18.8797653768
"6216",15.2565816856,1.5787471297,20.2546763921
"6217",15.2010189243,1.6169248867,20.4192590976
"6218",15.1984138544,1.503973835,20.0583960687
"6219",15.1948507213,1.8039058383,21.2619638498
"6220",15.2050462842,1.5910925418,23.9035832656
"6221",15.2025718041,1.5869800723,26.5129549516
"6222",15.2028766508,1.581804974,25.5797267394
"6223",15.1952392135,1.3534673897,25.3827042471
"6224",15.1920311054,1.2690268765,22.5582983121
"6225",15.1794643419,1.0974347514,22.1331957899
"6226",15.1807457757,0.2159275845,21.5136423916
"6227",15.1829045884,0.2230023438,22.2585119465
"6228",15.181547151,0.2145548371,20.6737441709
"6229",15.1812917555,0.2157197975,18.6470553096
"6230",15.1848087216,0.2261237771,18.0920904055
"6231",15.1858133836,0.1127799644,18.1018894437
"6232",15.1105408943,0.0816060461,19.3315044772
"6233",15.1674338185,0.0037691988,17.6697767159
"6234",15.1549064408,0.0049006151,16.8792586621
"6235",15.1442455629,0.0049347829,15.9051178772
"6236",15.1487984073,0.0049552758,13.6232456859
"6237",14.0687505938,0.0133075198,13.2928049143
"6238",14.0475204463,0.0094180816,12.3874934425
"6239",15.1546850414,0.0037963706,11.4328892095
"6240",15.1855279892,0.0034976018,10.756883169
"6241",15.3033099135,0.0034897831,10.1824574047
"6242",15.2813197264,0.0035026695,10.0747767411
"6243",15.1630989018,0.0034682952,9.5962587055
"6244",15.1533103089,0.0034754262,8.9198758397
"6245",15.3577987458,0.0034711052,9.3147328765
"6246",15.2833247441,0.0034673345,9.0117187574
"6247",15.1552289936,0.0034785903,9.1464421733
"6248",15.155436975,0.0034707319,9.2570157698
"6249",14.7105762075,0.0087099478,9.1314206652
"6250",14.6381205879,0.0061878521,8.8935703253
"6251",15.1537454244,0.0048969613,8.6099289965
"6252",15.1517185081,0.0038875773,8.63782559
"6253",15.2680029706,0.0034779701,8.4708585898
"6254",15.313442034,0.0034780737,8.2850177519
"6255",15.310897713,0.0049326905,8.7574751553
"6256",15.3218098077,0.0050189278,9.3628576849
"6257",15.3084220218,0.0050917238,9.2250045902
"6258",15.3018757928,0.0050674121,11.2364181466
"6259",15.3131287412,0.0049801689,9.7082930978
"6260",15.3077275624,0.0050137213,11.5699357468
"6261",15.5054066649,0.0050527803,9.1253248916
"6262",15.3189255759,0.0049691663,9.8821248552
"6263",15.3184845078,0.0037597157,9.9397517831
