"","V1"
"1196",17.8422057775
"1197",17.7154731766
"1198",18.4842136057
"1199",20.1149903828
"1200",19.5105924489
"1201",17.7525855653
"1202",17.7417460755
"1203",17.5234455518
"1204",18.7704316106
"1205",17.3023775564
"1206",19.7390769219
"1207",21.7077335726
"1208",19.6168611599
"1209",18.1108796047
"1210",18.8370619663
"1211",18.4329180782
"1212",18.8588156874
"1213",17.1195702352
"1214",16.5735798479
"1215",16.7681062338
"1216",15.60154829
"1217",17.8663609243
"1218",19.8438920567
"1219",19.3455512461
"1220",20.5016531538
"1221",22.7124550539
"1222",24.1371054619
"1223",26.0205509128
"1224",26.5105639241
"1225",26.5775996004
"1226",25.0541321538
"1227",26.5854951574
"1228",26.8754629632
"1229",26.4256739407
"1230",26.2327414782
"1231",24.7910838941
"1232",24.5454633176
"1233",24.0783805922
"1234",22.0175005563
"1235",20.64380984
"1236",18.6145523409
"1237",19.677271557
"1238",21.7456221948
"1239",18.0479953931
"1240",18.5366467182
"1241",18.2887043159
"1242",16.7243179477
"1243",16.9408912446
"1244",16.681591459
"1245",16.8949921398
"1246",15.7343417954
"1247",13.5502206682
"1248",12.7000924399
"1249",12.1032395485
"1250",11.9010104988
"1251",13.542566025
"1252",13.9306044031
"1253",13.0498080998
"1254",11.3862005273
"1255",9.9194930026
"1256",9.4021015248
"1257",8.8912834409
"1258",9.4910160508
"1259",9.1577889437
"1260",9.2391753041
"1261",9.411346395
"1262",9.3206922305
"1263",9.3428323491
"1264",8.8692663509
"1265",8.9957901919
"1266",9.5359422725
"1267",9.5105799872
"1268",9.1353414028
"1269",9.7269676438
"1270",9.7575231875
"1271",9.6869388897
"1272",9.4164820639
"1273",10.4147937107
"1274",10.2497894168
"1275",10.7030738765
"1276",11.2797446403
"1277",11.6255812275
"1278",11.9480806229
"1279",12.4945768752
"1280",13.3321623704
"1281",14.9828266725
"1282",17.6910663192
"1283",18.6785929129
"1284",19.7969053059
"1285",23.3129451831
"1286",19.264688838
"1287",18.0389111413
"1288",17.7802978182
"1289",19.0905590007
"1290",20.9927321186
"1291",18.69172648
"1292",20.3081936765
"1293",17.8701228946
"1294",20.3962751854
"1295",23.2627195749
"1296",22.2370675081
"1297",23.2164406087
"1298",22.3608300921
"1299",20.5767391657
"1300",19.1478817086
"1301",21.0961596216
"1302",20.1256227729
"1303",19.7028302352
"1304",16.8800260955
"1305",17.036485517
"1306",17.5432068755
"1307",17.6220882154
"1308",19.5974056222
"1309",20.5663565201
"1310",19.1642877871
"1311",19.9513531418
"1312",20.9025762005
"1313",21.8359160283
"1314",19.783688698
"1315",22.3526170956
"1316",25.1803087621
"1317",25.4206963097
"1318",27.9122112621
"1319",29.0880458119
"1320",29.6732767053
"1321",32.6612393444
"1322",34.9874163432
"1323",31.4614382167
"1324",31.8726806193
"1325",29.4632770411
"1326",29.6255362095
"1327",27.0560328893
"1328",27.0877170039
"1329",27.822195943
"1330",28.0474346638
"1331",27.182492533
"1332",25.1910549503
"1333",26.6750149167
"1334",23.3225549193
"1335",21.8989010091
"1336",21.3444102608
"1337",21.2216477565
"1338",20.3016245706
"1339",19.564028652
"1340",20.3177189774
"1341",19.0390615728
"1342",17.7369092018
"1343",17.8107021604
"1344",15.4089110899
"1345",16.315327354
"1346",15.0721016467
"1347",14.5778424937
"1348",14.3648248469
"1349",12.6798717108
"1350",13.0901057722
"1351",12.2122883118
"1352",11.6387130085
"1353",11.5638116928
"1354",10.8660613868
"1355",11.0008660949
"1356",10.6720073969
"1357",10.185684779
"1358",9.8590702137
"1359",9.876123653
"1360",9.5115787261
"1361",9.9177083472
