"","V1"
"281",2.3523141223
"282",1.0313469981
"283",1.2188764078
"284",1.3460010322
"285",1.4413195863
"286",-0.750986341399997
"287",-1.7272572477
"288",-2.7235057836
"289",-3.8514207446
"290",-4.7774859792
"291",-4.5961624135
"292",-4.875470621
"293",-4.9332507109
"294",-5.3008276494
"295",-5.532105081
"296",-4.734167603
"297",-5.1682386979
"298",-6.0114643035
"299",-5.7304378205
"300",-6.1081944798
"301",-6.145452831
"302",-6.3533781929
"303",-6.5519701576
"304",-5.6333529642
"305",-5.5007317734
"306",-6.2438451634
"307",-6.1505903624
"308",-6.3754060542
"309",-5.8613484462
"310",-5.7148702355
"311",-4.5343691289
"312",-4.9022653443
"313",-3.7413216007
"314",-3.04665734
"315",-1.7402667252
"316",-2.8414230149
"317",-2.1247622967
"318",-0.728739304899999
"319",-0.104383090100001
"320",-0.0219084495999997
"321",2.0303566124
"322",1.3613529836
"323",1.9791296721
"324",2.4833781337
"325",4.2610181774
"326",2.9441806827
"327",1.1148197829
"328",2.9800012434
"329",6.1589444639
"330",3.0174707054
"331",5.3616546033
"332",1.1367319391
"333",0.948232504899996
"334",2.5183200479
"335",4.8621263087
"336",5.2612006115
"337",4.5053478058
"338",5.426189897
"339",2.1766102319
"340",0.698428983099999
"341",1.273158799
"342",1.8038030996
"343",0.641234247799996
"344",3.6594422925
"345",1.8460519251
"346",2.5801152188
"347",2.921422307
"348",3.8036623274
"349",5.2813423182
"350",2.7071780304
"351",2.412269121
"352",4.1363126796
"353",3.3414353734
"354",3.9366687637
"355",4.6592428306
"356",7.0119407284
"357",7.4147460136
"358",8.8333866604
"359",9.2406639608
"360",11.4764061421
"361",14.0814308934
"362",13.9856171514
"363",10.9319384424
"364",12.6523240481
"365",12.685662638
"366",13.882616836
"367",14.5124856362
"368",12.529887023
"369",11.8705079818
"370",9.2679995754
"371",7.7917378811
"372",6.9996240339
"373",6.9270110605
"374",5.4139819588
"375",3.9085248327
"376",5.5247296188
"377",4.7872786434
"378",3.2822056381
"379",2.3283772615
"380",1.0254786997
"381",0.792263027900001
"382",-1.2189029306
"383",-2.9005763682
"384",-3.2458382983
"385",-3.7108141394
"386",-4.3662776492
"387",-4.9795249083
"388",-4.7029131282
"389",-4.6383950096
"390",-5.6729107635
"391",-5.9903197637
"392",-5.4593904818
"393",-4.7678570861
"394",-5.687238475
"395",-5.7535174707
"396",-6.3222261444
"397",-6.146805821
"398",-5.8032664741
"399",-6.5560308488
"400",-6.5502994357
"401",-6.2159989796
"402",-6.6142283188
"403",-6.3963379497
"404",-5.9650497982
"405",-4.8730726548
"406",-5.2919971641
"407",-4.6923545066
"408",-3.9210556829
"409",-3.097559563
"410",-3.6174630567
"411",-2.8023032865
"412",-1.3628012149
"413",-2.3593845368
"414",-0.901646871900001
"415",-0.696015021499997
"416",0.262767576200002
"417",0.200182330699999
"418",-0.5997036426
"419",-0.152781877300001
"420",1.7744560101
"421",2.1147551813
"422",3.7655657754
"423",3.6997962358
"424",4.4586015344
"425",1.5296690428
"426",0.670450459399998
"427",1.1809928674
"428",2.0044880969
"429",0.832385615899998
"430",1.4099888852
"431",0.2539907512
"432",1.8852271807
"433",1.1256830204
"434",1.3142555584
"435",2.1099707119
"436",1.8369106261
"437",3.293386606
"438",3.1424882151
"439",2.7861619659
"440",3.978055252
"441",2.0227458711
"442",2.9734991375
"443",2.1156607052
"444",4.3248283925
"445",4.18525098
"446",7.2407135029
"447",3.5161172995
"448",3.7269516939
"449",2.8995199869
"450",3.8042973036
"451",5.7190948386
"452",5.2634623317
"453",7.9575123106
"454",7.7825387808
"455",8.7429029512
"456",11.4626407707
"457",10.8626490139
"458",11.5121523281
"459",13.1356676418
"460",11.6859419452
"461",11.3915485353
"462",10.7625985612
"463",10.6097532191
"464",9.5852684839
"465",9.3818374582
"466",8.1176622985
"467",8.4076073573
"468",7.9524766607
"469",5.3934399228
"470",4.779065818
"471",4.6569378939
"472",3.9897417775
"473",2.3764915497
"474",2.1330754291
"475",2.2255730239
"476",2.6384504304
"477",1.6980938632
"478",-0.0126014270999981
"479",-2.0130789699
"480",-1.6980615771
"481",-2.1445582036
"482",-2.6464389206
"483",-2.8203218815
"484",-3.3502060894
"485",-3.6004964516
"486",-4.1755896781
"487",-4.7568191873
"488",-4.4447178718
"489",-4.7718395303
"490",-4.5612199286
"491",-4.4067434917
"492",-4.273363581
"493",-5.1151854436
"494",-4.8701224851
"495",-5.0239607945
"496",-5.1310484089
"497",-5.002934571
"498",-4.9058808838
"499",-4.4762414883
"500",-5.0097526406
"501",-4.7148167857
"502",-4.9472836288
"503",-3.7240923612
"504",-2.5730841961
"505",-1.2975443613
"506",-0.586977751500001
"507",-1.2040391184
"508",-2.2778194902
"509",-1.2492699042
"510",-0.7568427376
"511",-0.0576610441000014
"512",1.1029387929
"513",3.7425291759
"514",1.2547667688
"515",2.3975483245
"516",3.0958216987
"517",3.4505621669
"518",2.2399557668
"519",2.1088273399
"520",1.8649779579
"521",4.4974518662
"522",0.6232929933
"523",1.8588874987
"524",3.2106017676
"525",5.8618052161
"526",3.0355889037
"527",1.9249318763
"528",3.1031299605
"529",2.5350525435
"530",2.064702157
"531",0.853088038299999
"532",1.3622479002
"533",0.790889739700003
"534",2.8118360467
"535",3.4270885053
"536",1.6412000228
"537",-0.3984229471
"538",2.8109123781
"539",2.1982426913
"540",1.8292829473
"541",3.7441291379
"542",3.088799774
"543",1.9487767964
"544",2.2831709671
"545",1.1366904082
"546",1.5778841027
"547",4.1764782448
"548",5.994142295
"549",10.5096949864
"550",10.8806124647
"551",15.6746571031
"552",11.5289574194
"553",10.6873826857
"554",10.6428493018
"555",13.2257954697
"556",11.9958438341
"557",10.4789158491
"558",11.5324511474
"559",12.4993404732
"560",10.8147458202
"561",9.7743892007
"562",8.8809432795
"563",6.8747984361
"564",6.9513247
"565",5.5562961274
"566",5.6245666661
"567",5.781255899
"568",4.7935715857
"569",2.6850466043
"570",2.2390731377
"571",1.9833115096
"572",0.812155654500001
"573",2.277956901
"574",2.4133852234
"575",-0.285653358699999
"576",-1.5814310665
"577",-1.9018153186
"578",-2.5758108715
"579",-2.3556277426
"580",-1.7293165364
"581",-2.0412044928
"582",-2.3641415643
"583",-4.2610859288
"584",-4.7794535417
"585",-4.811129913
"586",-4.8480769665
"587",-4.5911950646
"588",-4.0843609324
"589",-5.262839251
"590",-4.7680967908
"591",-4.759042482
"592",-4.8457965687
"593",-5.2232124275
"594",-5.1836914511
"595",-5.6283206573
"596",-5.5638522089
"597",-5.0941861387
"598",-5.1439393415
"599",-4.1517406104
"600",-4.1734709241
"601",-3.4532382953
"602",-3.8786885893
"603",-3.0712418759
"604",-3.4608648748
"605",-2.7173634709
"606",-2.5169173591
"607",-0.934298887999999
"608",-1.2330930424
"609",1.0007081442
"610",0.954608845200001
"611",2.3083123563
"612",3.7963561233
"613",3.6856736159
"614",4.1118095818
"615",3.5512108916
"616",6.2359569686
"617",8.7068455593
"618",9.2771674202
"619",12.5057228439
"620",6.3039957364
"621",8.1342513407
"622",7.892047829
"623",5.0724664112
"624",6.5564934775
"625",6.5851078058
"626",8.6793400296
"627",7.3452912499
"628",5.9231200318
"629",6.7240049687
"630",9.4588206066
"631",6.5945170344
"632",7.2246077883
"633",4.536486415
"634",4.9781158656
"635",9.2545656387
"636",7.4048566557
"637",8.9513112382
"638",10.346960983
"639",12.942449051
"640",11.2041210178
"641",10.3670042598
"642",8.8465371808
"643",16.7664266115
"644",16.4747028956
"645",15.2116466059
"646",18.2681649464
"647",16.3952481812
"648",17.9516810132
"649",17.3536211684
"650",18.9087592301
"651",19.6615189376
"652",15.6355693016
"653",15.1000123418
"654",16.210925039
"655",13.2332798256
"656",10.4935850298
"657",11.8383757677
"658",9.6668705916
"659",8.6726721598
"660",9.1836421507
"661",9.8350827704
"662",9.6477029393
"663",7.9800311933
"664",7.3694097412
"665",5.0041248998
"666",3.68753451
"667",2.7693130038
"668",3.236077215
"669",4.2924539135
"670",1.3704870769
"671",0.741543352499999
"672",-0.4760280737
"673",0.00142960280000004
"674",-1.8353035971
"675",-2.1609212292
"676",-2.7682469998
"677",-3.6149888531
"678",-3.6658326101
"679",-4.5027019689
"680",-4.4640143725
"681",-4.8446462599
"682",-4.4777402345
"683",-5.8182335139
"684",-4.8776387793
"685",-5.456290599
"686",-5.7066515214
"687",-6.3498983252
"688",-5.9959102569
"689",-6.0300796227
"690",-5.788305476
"691",-5.3001107212
"692",-5.4404311141
"693",-5.8233260474
"694",-5.8474597212
"695",-5.0955048281
"696",-5.361841018
"697",-4.4458244383
"698",-4.7623899045
"699",-3.7407300758
"700",-4.2050650466
"701",-1.3693865674
"702",-2.8500576801
"703",-3.2539661347
"704",-2.4354477915
"705",-2.4127182674
"706",-0.304855847899999
"707",1.1788828978
"708",3.4174248194
"709",2.9379416528
"710",2.4805439201
"711",3.0675253778
"712",5.4011200597
"713",5.887899255
"714",4.4573817134
"715",9.6569261786
"716",8.9956823278
"717",4.3850812923
"718",6.4309704238
"719",6.5052776017
"720",8.5499906471
"721",10.0762595586
"722",8.4160874461
"723",8.2518061648
"724",8.0841954379
"725",7.9837266727
"726",9.1545778986
"727",9.2667791682
"728",7.2703479468
"729",8.5417819902
"730",8.4626147178
"731",9.6782812372
"732",5.6076906146
"733",8.2045130344
"734",6.8315153351
"735",7.3658958648
"736",7.9304014938
"737",8.6166885682
"738",9.1475914913
"739",8.6731482154
"740",7.4256888654
"741",11.8228899336
"742",14.6861330235
"743",18.5780940224
"744",13.6111771349
"745",14.0386725091
"746",14.1469380827
"747",14.886100435
"748",15.7951206826
"749",14.4485785232
"750",15.3608099389
"751",13.6920118756
"752",12.7862705332
"753",11.7783670294
"754",9.418786328
"755",8.5104102265
"756",7.5319991373
"757",8.290271608
"758",7.4546470958
"759",7.5418123554
"760",7.6802807239
"761",5.2824191754
"762",3.3895087144
"763",1.8296586157
"764",1.0719317118
"765",2.2119829188
"766",1.2537429434
"767",-0.144661059900001
"768",-2.9970160067
"769",-4.8022570178
"770",-3.5764985521
"771",-4.1993388713
"772",-5.1398668534
"773",-5.0934541753
"774",-5.6973662717
"775",-5.3913354339
"776",-5.4703263986
"777",-4.6726909288
"778",-5.2869003209
"779",-5.2259943496
"780",-5.9032645353
"781",-5.9072737708
"782",-6.14868966
"783",-6.0315035222
"784",-6.2387869734
"785",-5.6627799017
"786",-5.3510155136
"787",-5.2466672962
"788",-5.5565550431
"789",-4.4173592509
"790",-4.9559667836
"791",-3.5097931197
"792",-2.5096900922
"793",-0.7171925927
"794",-0.1282381768
"795",1.1199300492
"796",2.5191347101
"797",3.6613919471
"798",4.7690078473
"799",1.5384740732
"800",2.3519553025
"801",4.5676911569
"802",4.5438239846
"803",2.6371818887
"804",3.3869942504
"805",5.8414948204
"806",3.9526613845
"807",1.5012746093
"808",2.2957884046
"809",1.8917468256
"810",1.0599697435
"811",2.4972785023
"812",1.3853626819
"813",1.8338016779
"814",1.0812693385
"815",2.2251526616
"816",5.4654041854
"817",3.7007885687
"818",3.9136652714
"819",3.6520516065
"820",3.2075761307
"821",3.2598216335
"822",2.7726652198
"823",3.0147165284
"824",0.360319198299997
"825",1.2157612596
"826",1.4396796985
"827",3.4837341202
"828",2.9449493443
"829",2.7227884733
"830",0.600962151000001
"831",3.101479902
"832",1.2057250379
"833",2.4676036054
"834",3.4109309927
"835",5.0531399125
"836",7.9268040974
"837",8.1864293188
"838",9.7673529282
"839",9.820694753
"840",9.9731137228
"841",10.5022916421
"842",11.5281107809
"843",12.3350151825
"844",11.4651544951
"845",11.0571027099
"846",15.1167178378
"847",12.5704888946
"848",10.8412620954
"849",11.2378311939
"850",9.9677452815
"851",9.1071099025
"852",7.6857238963
"853",6.3309782071
"854",6.7879420661
"855",5.5940497048
"856",4.5394364935
"857",3.6854820879
"858",2.640455918
"859",1.3213204613
"860",0.120134634699999
"861",0.491658557199999
"862",-1.6842941326
"863",-2.8895975854
"864",-3.3220914743
"865",-4.4718874041
"866",-4.0810838244
"867",-4.7928355281
"868",-5.6721673728
"869",-6.0028894151
"870",-6.5622361064
"871",-5.9937499195
"872",-6.5113591098
"873",-6.1142825166
"874",-6.6626119052
"875",-6.650689614
"876",-6.8474016592
"877",-6.3642318394
"878",-6.1200794149
"879",-6.1203783389
"880",-6.6904398803
"881",-6.7609534351
"882",-6.5883378413
"883",-6.4634184439
"884",-5.731266064
"885",-2.6267368598
"886",-2.3178246567
"887",-4.386728209
"888",-3.8246806857
"889",-0.799908350799999
"890",0.8085724482
"891",0.331698200499998
"892",0.357634388300003
"893",1.7991425617
"894",1.2587404513
"895",1.6220915364
"896",2.8105816051
"897",1.6770513712
"898",3.5334355764
"899",3.1518606542
"900",3.5934027072
"901",2.3557571582
"902",3.0499076175
"903",0.373962781299999
"904",0.855140117300001
"905",-0.993932343600001
"906",2.9156933469
"907",3.0943788897
"908",1.2226302465
"909",2.1066586176
"910",2.5847362933
"911",1.2439419254
"912",0.831031869300002
"913",2.6490696828
"914",2.9899321
"915",3.3189975789
"916",2.2876396176
"917",0.8655948245
"918",2.6597940443
"919",1.8099165811
"920",0.638228810999999
"921",1.362753222
"922",2.2776119546
"923",1.577968861
"924",1.264606081
"925",1.6858666515
"926",1.0889201104
"927",0.4977024842
"928",0.3213835719
"929",3.7268909616
"930",4.6019650759
"931",6.3062956784
"932",6.4064887684
"933",7.317117578
"934",8.5868812298
"935",10.2634817403
"936",12.3239877892
"937",14.6619804028
"938",13.9513142586
"939",13.3101503688
"940",14.0732296708
"941",11.8591378666
"942",13.4793578428
"943",12.8836709345
"944",11.1713754046
"945",10.9792422799
"946",9.3367929227
"947",8.9869002962
"948",6.4923902108
"949",6.8523893382
"950",7.0634055863
"951",5.202334583
"952",4.5600298639
"953",4.6031407044
"954",2.224838684
"955",2.0547851733
"956",2.4628165028
"957",3.1529938753
"958",0.0552241118999994
"959",-1.0864242721
"960",-2.2028174612
"961",-3.6059513848
"962",-3.6797408256
"963",-4.9040502866
"964",-5.4138965156
"965",-5.4756564931
"966",-5.6500884377
"967",-6.2938774217
"968",-6.4500267152
"969",-6.3007232915
"970",-5.9394444715
"971",-6.3129809412
"972",-6.8561878408
"973",-6.4911113455
"974",-6.3308470938
"975",-6.6016404064
"976",-6.5861487396
"977",-6.5437008915
"978",-5.8748798852
"979",-4.5999686916
"980",-6.5741143446
"981",-4.6189669269
"982",-4.0565084391
"983",-3.7406328452
"984",-4.121328773
"985",-2.777502664
"986",-0.523070435200001
"987",0.0421062958999983
"988",0.678727391400001
"989",0.940115377300003
"990",2.3468431888
"991",4.9372630212
"992",2.2374467273
"993",4.7558390944
"994",6.222026079
"995",4.5226914811
"996",4.2881017516
"997",6.4767691899
"998",5.4973689175
"999",2.3391624639
"1000",5.1600886457
"1001",4.6272387745
"1002",5.0706267284
"1003",4.9553062955
"1004",5.2887669093
"1005",3.1854023727
"1006",3.9826086222
"1007",3.7038832758
"1008",9.4525161001
"1009",6.3757940674
"1010",3.0309267451
"1011",1.615092678
"1012",0.518868652700002
"1013",3.819788911
"1014",5.7482479257
"1015",6.0053230629
"1016",3.8161757405
"1017",1.3748100441
"1018",1.3778259288
"1019",2.5670910068
"1020",2.0463878073
"1021",4.5757812674
"1022",3.5837504786
"1023",2.8349822949
"1024",4.0962741436
"1025",4.0124973372
"1026",4.2780516598
"1027",5.6826662218
"1028",8.0992734091
"1029",8.1678803306
"1030",8.7797428801
"1031",8.7579073632
"1032",11.2703640499
"1033",12.1651243192
"1034",13.4201491349
"1035",13.3172208651
"1036",13.8851979232
"1037",15.4403323974
"1038",14.7011041358
"1039",12.9464608797
"1040",10.1801722408
"1041",8.4171707229
"1042",8.9031075601
"1043",7.2488635716
"1044",6.0115936582
"1045",4.4119737466
"1046",3.8878998202
"1047",4.1892005026
"1048",3.1541697472
"1049",2.6829795824
"1050",1.1830512592
"1051",1.039007609
"1052",2.5895021534
"1053",1.565805819
"1054",-0.789136125699999
"1055",-2.9433584637
"1056",-3.8813464669
"1057",-4.3729246808
"1058",-5.2851854594
"1059",-5.7343122311
"1060",-5.9805687415
"1061",-6.4181020397
"1062",-6.2510794504
"1063",-6.6964799043
"1064",-6.8810552426
"1065",-6.7713909788
"1066",-6.3706237373
"1067",-6.4303100676
"1068",-7.07526056
"1069",-6.5276951799
"1070",-6.3567304378
"1071",-6.3279271466
"1072",-6.7481332546
"1073",-6.6074139078
"1074",-6.5073591234
"1075",-6.4537095546
"1076",-6.1383533891
"1077",-4.4257520659
"1078",-4.9776649135
"1079",-5.1342369808
"1080",-3.28773462
"1081",-2.1654671209
"1082",-1.0677784833
"1083",0.335412448300001
"1084",-0.143786990699999
"1085",4.2850713171
"1086",1.4803492371
"1087",2.6995303788
"1088",0.919549457599999
"1089",6.4683927004
"1090",5.4733246123
"1091",5.0103290244
"1092",4.9818376227
"1093",0.8996066777
"1094",1.6156779953
"1095",1.9998174264
"1096",0.1023095207
"1097",0.0373483687000018
"1098",0.865909439600003
"1099",-0.836302635399997
"1100",-0.826810681900001
"1101",-0.00823341549999768
"1102",0.375097455199999
"1103",-0.00778026179999713
"1104",0.1523780132
"1105",-0.9236817976
"1106",-2.1403469671
"1107",-1.9577465852
"1108",-1.5681198756
"1109",-1.196067493
"1110",0.510959657600001
"1111",1.2324340641
"1112",2.5049477533
"1113",0.447677556199999
"1114",0.024390081
"1115",1.6199307035
"1116",2.0074154892
"1117",1.3071133381
"1118",2.7225062713
"1119",1.4634151763
"1120",0.787377890600002
"1121",0.171103820699999
"1122",2.4433645376
"1123",3.6334783603
"1124",7.6528404791
"1125",7.4020539686
"1126",7.5519773574
"1127",8.6385242231
"1128",9.5708874439
"1129",11.6856671944
"1130",12.3870409228
"1131",9.2716547733
"1132",11.6175631989
"1133",10.4293622046
"1134",9.2392461477
"1135",10.7088017689
"1136",10.4600695345
"1137",7.9233529356
"1138",7.2561831845
"1139",6.2455731228
"1140",5.0660371643
"1141",4.2671063055
"1142",4.7940748042
"1143",5.6162028981
"1144",4.6393938376
"1145",2.9517280152
"1146",2.2627403788
"1147",1.364804604
"1148",-0.1362187989
"1149",0.280978238899998
"1150",-1.5623889754
"1151",-2.8311803136
"1152",-3.1612676733
"1153",-3.8544023862
"1154",-4.235467947
"1155",-4.3520811088
"1156",-3.9884579865
"1157",-5.4329038591
"1158",-5.980495111
"1159",-5.4886078129
"1160",-5.6765465654
"1161",-6.3414833157
"1162",-6.4976041667
"1163",-6.5157838248
"1164",-6.1869106217
"1165",-6.4666743074
"1166",-6.9953249833
"1167",-6.6445463927
"1168",-6.3675224916
"1169",-5.7293930362
"1170",-6.2199213551
"1171",-6.0229248775
"1172",-5.8570564537
"1173",-5.6229854855
"1174",-4.7601185468
"1175",-3.9733395623
"1176",-4.357621335
"1177",-2.7260214145
"1178",0.721205006300002
"1179",0.707483055599999
"1180",-0.426545090699999
"1181",1.683444685
"1182",3.4501847939
"1183",1.8231550012
"1184",0.7284116091
"1185",0.9522253351
"1186",2.7586437161
"1187",2.2312538895
"1188",2.2555087187
"1189",2.7703659972
"1190",5.0302792256
"1191",-0.151209607799998
"1192",0.2925845422
"1193",0.5968637689
"1194",1.4801833169
"1195",0.0921507649000013
"1196",0.109748186300003
"1197",-0.490803203999999
"1198",0.0159798441000021
"1199",1.2282896225
"1200",0.403964554099996
"1201",-1.5398702853
"1202",-1.4504853407
"1203",-0.961548152999999
"1204",1.4721347384
"1205",0.0649049535999993
"1206",2.5584582387
"1207",4.6715807843
"1208",2.8125745615
"1209",1.4805792575
"1210",2.1392024086
"1211",1.2436271465
"1212",1.4568272134
"1213",0.148796025899998
"1214",0.0888088423999989
"1215",0.765214909400001
"1216",-0.170549722600001
"1217",2.3167079135
"1218",4.4687087501
"1219",4.1128177137
"1220",5.311892361
"1221",7.5232037481
"1222",8.9513727991
"1223",10.8314123787
"1224",11.3232773089
"1225",11.3916605765
"1226",9.8655746806
"1227",11.3921570917
"1228",11.6829509207
"1229",11.2385349553
"1230",11.045217598
"1231",9.6109587984
"1232",9.3651807253
"1233",8.901341545
"1234",6.8306461713
"1235",5.4581614291
"1236",3.4282905664
"1237",4.4969987045
"1238",6.5576300357
"1239",2.8616210239
"1240",3.4099312588
"1241",3.0718331346
"1242",1.5114775351
"1243",1.7348066708
"1244",1.4651800258
"1245",2.845581094
"1246",0.9721166877
"1247",-1.6639591053
"1248",-2.6965853081
"1249",-3.2563607024
"1250",-3.3728241454
"1251",-1.8093380903
"1252",-1.2913059016
"1253",-2.1557654447
"1254",-3.9151234199
"1255",-5.3429866689
"1256",-5.8040305082
"1257",-6.4569553902
"1258",-5.7225344787
"1259",-6.0902612958
"1260",-6.2786636321
"1261",-6.0113380003
"1262",-6.3247435842
"1263",-6.184879278
"1264",-6.4450539514
"1265",-6.4626265034
"1266",-5.9150100438
"1267",-5.867240314
"1268",-6.3914496722
"1269",-5.6418243771
"1270",-5.6967163626
"1271",-5.7664473562
"1272",-5.8981906267
"1273",-4.7852437628
"1274",-4.9529527029
"1275",-4.5028923036
"1276",-3.9248472698
"1277",-3.581172954
"1278",-3.2626561683
"1279",-2.7157976432
"1280",-1.8782686643
"1281",-0.227095803100001
"1282",2.481338892
"1283",3.4689894175
"1284",4.5674826673
"1285",8.021077292
"1286",3.9274687425
"1287",2.5034660215
"1288",2.0569211327
"1289",3.2143360993
"1290",5.4769452772
"1291",3.0124594782
"1292",4.7247842576
"1293",2.3232202451
"1294",4.5256833451
"1295",7.4860785406
"1296",6.185911751
"1297",6.9878898425
"1298",6.0388370144
"1299",4.0435345655
"1300",2.8442254702
"1301",4.9838142298
"1302",3.9981187799
"1303",3.5399105905
"1304",0.440111657999999
"1305",0.811590384799999
"1306",1.3447309597
"1307",1.8827629004
"1308",3.8263612673
"1309",4.9439180411
"1310",3.5299125797
"1311",4.4865537569
"1312",5.5014939869
"1313",6.4880751643
"1314",4.5519623644
"1315",7.1564417676
"1316",9.992798931
"1317",10.2341846502
"1318",12.7243249317
