time,close,high,low,open,volumefrom,volumeto,mid
1589680800,9514.33,9550.02,9475.41,9478.28,1339.71,12763300.78,9512.715
1589684400,9539.7,9574.09,9504.59,9514.33,1241.78,11845388.12,9539.34
1589688000,9509.27,9564.53,9508.06,9539.7,1087.01,10359191.86,9536.295
1589691600,9494.48,9529.13,9474.74,9509.27,780.56,7417807.21,9501.935
1589695200,9542.03,9548.16,9494.16,9494.48,805.46,7671942.87,9521.16
1589698800,9540.05,9558.95,9508.27,9542.03,1035.3,9870967.29,9533.61
1589702400,9489.75,9548.71,9484.21,9540.05,925.75,8798357.41,9516.46
1589706000,9487.63,9505.32,9459.38,9489.75,742.92,7044392.49,9482.349999999999
1589709600,9529.84,9532.92,9487.62,9487.63,761.19,7243451.88,9510.27
1589713200,9522.66,9531.63,9496.31,9529.84,786.66,7483721.07,9513.97
1589716800,9771.55,9772.17,9522.66,9522.66,8503.72,82384920.79,9647.415
1589720400,9746.56,9783.62,9696.26,9771.55,3426.46,33350851.58,9739.94
1589724000,9811.61,9818.18,9729.94,9746.56,3288.17,32145613.97,9774.060000000001
1589727600,9818.06,9885.55,9775.53,9811.61,6351.12,62421427.66,9830.54
1589731200,9736.73,9838.77,9706.71,9818.06,3208.21,31341092.9,9772.74
1589734800,9762.59,9769.65,9719.16,9736.73,1537.49,14988937.15,9744.404999999999
1589738400,9751.57,9763.09,9706.75,9762.59,1353.9,13180846.47,9734.92
1589742000,9767.89,9787.91,9730.29,9751.57,1976.25,19291417.23,9759.1
1589745600,9741.51,9768.15,9723.9,9767.89,1876.43,18270924.66,9746.025
1589749200,9761.61,9784.79,9735.46,9741.51,1668.44,16285493.2,9760.125
1589752800,9685.66,9762.09,9604.74,9761.61,3855.61,37258306.22,9683.415
1589756400,9670.56,9721.21,9657.23,9685.66,1225.86,11877185.81,9689.22
1589760000,9770.8,9777.52,9670.0,9670.56,1762.41,17174001.13,9723.76
1589763600,9898.73,9943.74,9758.99,9770.8,9601.19,94986974.98,9851.365
1589767200,9864.05,9923.69,9839.37,9898.73,3312.86,32725198.59,9881.53
1589770800,9859.73,9884.51,9820.05,9864.05,2050.74,20206061.46,9852.279999999999
1589774400,9868.39,9905.95,9837.21,9859.73,2282.33,22531048.29,9871.58
1589778000,9860.34,9896.24,9851.52,9868.39,1523.16,15036257.53,9873.880000000001
1589781600,9775.86,9878.36,9741.71,9860.34,3568.28,34913285.7,9810.035
1589785200,9778.3,9802.89,9741.01,9775.86,1466.18,14331643.96,9771.95
1589788800,9584.43,9790.88,9476.37,9778.3,7173.67,68887068.36,9633.625
1589792400,9573.52,9607.2,9539.15,9584.43,3393.65,32507565.02,9573.175
1589796000,9625.06,9651.86,9563.88,9573.52,2129.93,20487357.65,9607.869999999999
1589799600,9632.03,9687.07,9625.06,9625.06,1632.72,15763824.73,9656.064999999999
1589803200,9662.88,9666.91,9565.43,9632.03,2156.4,20735424.82,9616.17
1589806800,9656.66,9686.52,9634.7,9662.88,1667.48,16106362.72,9660.61
1589810400,9704.93,9728.51,9630.71,9656.66,2574.56,24965752.9,9679.61
1589814000,9662.25,9714.38,9646.45,9704.93,2064.51,19979830.59,9680.415
1589817600,9629.23,9700.96,9601.88,9662.25,3184.26,30680083.68,9651.419999999998
1589821200,9618.09,9649.2,9547.7,9629.23,2771.41,26598347.65,9598.45
1589824800,9652.26,9657.84,9609.78,9618.09,1430.69,13779515.79,9633.810000000001
1589828400,9697.25,9710.45,9651.99,9652.26,1448.85,14035459.03,9681.220000000001
1589832000,9679.67,9708.95,9648.91,9697.25,939.29,9087443.29,9678.93
1589835600,9683.64,9716.32,9674.06,9679.67,972.62,9431902.93,9695.189999999999
1589839200,9714.91,9741.22,9667.51,9683.64,1537.06,14931617.84,9704.365
1589842800,9722.73,9746.03,9697.11,9714.91,1681.51,16353189.64,9721.57
1589846400,9632.35,9734.4,9571.98,9722.73,3587.86,34541885.45,9653.189999999999
1589850000,9646.47,9658.59,9624.63,9632.35,828.52,7987636.47,9641.61
1589853600,9603.88,9649.31,9533.22,9646.47,3391.11,32485837.39,9591.265
1589857200,9525.01,9622.64,9487.28,9603.88,2826.5,26989029.21,9554.96
1589860800,9522.54,9563.52,9471.96,9525.01,2684.24,25562234.04,9517.74
1589864400,9595.25,9595.77,9519.3,9522.54,1518.9,14511499.55,9557.535
1589868000,9579.54,9610.47,9576.58,9595.25,933.26,8956220.09,9593.525
1589871600,9562.89,9612.7,9553.77,9579.54,1038.77,9953865.44,9583.235
1589875200,9800.33,9814.78,9562.62,9562.89,7756.26,75650893.97,9688.7
1589878800,9781.42,9808.79,9763.48,9800.33,2343.3,22923898.23,9786.135
1589882400,9782.2,9800.49,9756.08,9781.42,1831.88,17917644.42,9778.285
1589886000,9734.17,9890.69,9698.57,9782.2,5844.63,57351450.36,9794.630000000001
1589889600,9614.99,9749.27,9571.68,9734.17,6755.46,65106618.78,9660.475
1589893200,9664.15,9679.35,9595.02,9614.99,3405.25,32820135.94,9637.185000000001
1589896800,9694.95,9724.66,9663.75,9664.15,2192.45,21260647.68,9694.205
1589900400,9683.68,9727.8,9646.22,9694.95,2021.24,19582811.53,9687.009999999998
1589904000,9695.29,9727.09,9666.8,9683.68,1466.13,14221693.14,9696.945
1589907600,9659.32,9713.22,9629.9,9695.29,1705.29,16483618.09,9671.56
1589911200,9698.82,9716.49,9652.99,9659.32,1180.69,11445079.06,9684.74
1589914800,9643.03,9715.78,9640.6,9698.82,1706.6,16520009.59,9678.19
1589918400,9689.38,9693.2,9623.68,9643.03,1299.16,12547106.97,9658.44
1589922000,9684.16,9699.33,9666.57,9689.38,843.15,8166118.63,9682.95
1589925600,9753.78,9766.93,9656.55,9684.16,1705.69,16588619.32,9711.74
1589929200,9780.2,9792.86,9712.23,9753.78,1854.34,18085466.46,9752.545
1589932800,9741.02,9798.65,9733.03,9780.2,2192.35,21410458.7,9765.84
1589936400,9743.8,9764.62,9735.11,9741.02,1009.05,9837013.87,9749.865000000002
1589940000,9729.11,9746.57,9709.85,9743.8,1169.27,11368173.08,9728.21
1589943600,9721.05,9768.95,9716.09,9729.11,1016.68,9903688.28,9742.52
1589947200,9730.18,9746.44,9701.19,9721.05,959.79,9327938.18,9723.815
1589950800,9745.98,9746.56,9716.56,9730.18,615.82,5992090.37,9731.56
1589954400,9716.36,9832.94,9664.25,9745.98,4448.98,43373379.83,9748.595000000001
1589958000,9761.77,9778.52,9704.27,9716.36,1725.92,16833630.05,9741.395
1589961600,9778.01,9789.59,9741.98,9761.77,1416.1,13832597.4,9765.785
1589965200,9785.49,9791.51,9746.21,9778.01,955.36,9331635.37,9768.86
1589968800,9771.25,9800.56,9728.55,9785.49,1352.88,13207771.32,9764.555
1589972400,9720.55,9775.89,9713.64,9771.25,949.74,9254262.24,9744.765
1589976000,9763.33,9778.53,9717.78,9720.55,1236.6,12059747.0,9748.155
1589979600,9782.17,9788.11,9745.34,9763.33,1192.39,11651111.87,9766.725
1589983200,9768.96,9795.03,9763.66,9782.17,1311.93,12823406.45,9779.345000000001
1589986800,9406.28,9768.96,9323.82,9768.96,17985.94,171290421.55,9546.39
1589990400,9487.06,9516.32,9349.46,9406.28,7633.53,72210042.49,9432.89
1589994000,9535.87,9541.19,9447.41,9487.06,3204.39,30457373.66,9494.3
1589997600,9532.04,9538.88,9503.98,9535.87,1573.17,14988206.11,9521.43
1590001200,9532.85,9537.09,9486.7,9532.04,2416.5,22981939.8,9511.895
1590004800,9588.68,9597.44,9516.19,9532.85,2274.51,21750356.45,9556.815
1590008400,9549.92,9589.51,9541.3,9588.68,1307.56,12510596.27,9565.404999999999
1590012000,9520.78,9568.56,9502.75,9549.92,1494.86,14260637.42,9535.654999999999
1590015600,9509.45,9541.98,9448.13,9520.78,2449.49,23262240.3,9495.055
1590019200,9553.67,9566.81,9481.46,9509.45,1362.18,12986632.32,9524.134999999998
1590022800,9509.44,9556.15,9504.27,9553.67,846.01,8063713.0,9530.21
1590026400,9465.76,9522.61,9458.14,9509.44,1260.51,11968344.12,9490.375
1590030000,9467.86,9490.49,9447.87,9465.76,1646.07,15583511.12,9469.18
1590033600,9473.97,9485.55,9424.96,9467.86,1722.26,16287621.24,9455.255
1590037200,9494.31,9508.62,9473.96,9473.97,967.84,9193222.99,9491.29
1590040800,9480.82,9521.41,9480.67,9494.31,968.63,9203317.65,9501.04
1590044400,9444.11,9485.06,9440.99,9480.82,1304.46,12345778.84,9463.025
1590048000,9369.86,9488.98,9272.23,9444.11,5558.72,52087290.43,9380.605
1590051600,9295.09,9421.86,9293.36,9369.86,4475.29,41854108.61,9357.61
1590055200,9362.37,9364.07,9232.77,9295.09,3279.78,30513383.15,9298.42
1590058800,9371.93,9376.54,9331.45,9362.37,1121.31,10499023.16,9353.995
1590062400,9347.01,9381.27,9316.95,9371.93,1436.87,13437678.13,9349.11
1590066000,9288.35,9377.29,9253.5,9347.01,2470.01,23020068.03,9315.395
1590069600,9072.33,9307.81,8956.02,9288.35,18253.28,166341095.16,9131.915
1590073200,9083.48,9137.57,9050.57,9072.33,5909.16,53718995.76,9094.07
1590076800,9075.18,9125.07,9044.74,9083.48,3571.54,32432183.3,9084.904999999999
1590080400,8994.84,9092.56,8971.49,9075.18,4071.45,36803763.26,9032.025
1590084000,8834.48,8997.69,8811.54,8994.84,10274.1,91456545.43,8904.615000000002
1590087600,9059.34,9094.34,8814.64,8834.48,7049.42,63393348.8,8954.49
1590091200,9060.92,9082.17,9009.13,9059.34,1967.52,17800216.42,9045.65
1590094800,9101.83,9145.71,9050.63,9060.92,2632.58,23981372.38,9098.169999999998
1590098400,9116.55,9155.52,9101.69,9101.83,2559.82,23369365.22,9128.605
1590102000,9059.11,9125.14,9031.86,9116.55,2408.17,21878203.43,9078.5
1590105600,9022.28,9062.12,8970.06,9059.11,2910.15,26244444.95,9016.09
1590109200,9083.8,9123.61,9020.26,9022.28,2049.97,18638939.38,9071.935000000001
1590112800,9040.0,9116.95,9040.0,9083.8,1116.65,10159097.95,9078.475
1590116400,8981.83,9062.68,8959.07,9040.0,2089.34,18838442.43,9010.875
1590120000,8987.43,9024.92,8936.82,8981.83,2438.39,21911884.74,8980.869999999999
1590123600,9037.06,9062.09,8959.1,8987.43,1799.72,16234230.6,9010.595000000001
1590127200,9087.86,9094.49,9030.99,9037.06,1625.37,14749968.04,9062.74
1590130800,9075.87,9112.88,9057.21,9087.86,2185.75,19878641.93,9085.044999999998
1590134400,9084.35,9106.69,9042.47,9075.87,1620.32,14702676.54,9074.58
1590138000,9101.79,9103.78,9051.06,9084.35,961.09,8731314.67,9077.42
1590141600,9165.77,9186.37,9101.71,9101.79,3031.65,27775012.17,9144.04
1590145200,9167.4,9186.48,9132.05,9165.77,1668.42,15288949.68,9159.265
1590148800,9172.37,9197.86,9145.53,9167.4,1776.73,16307336.39,9171.695
1590152400,9110.47,9176.13,9088.03,9172.37,2040.9,18637663.58,9132.08
1590156000,9134.88,9168.36,9110.47,9110.47,1306.5,11953221.9,9139.415
1590159600,9221.34,9221.48,9134.06,9134.88,2637.28,24239153.55,9177.77
1590163200,9245.81,9249.38,9192.04,9221.34,2877.61,26501857.4,9220.71
1590166800,9199.25,9265.04,9184.42,9245.81,3111.96,28720774.69,9224.73
1590170400,9203.08,9226.68,9181.08,9199.25,1343.95,12374718.42,9203.880000000001
1590174000,9174.65,9223.94,9148.73,9203.08,1856.2,17052462.23,9186.335
1590177600,9185.57,9210.53,9137.62,9174.65,1549.3,14216385.39,9174.075
1590181200,9204.3,9206.48,9170.49,9185.57,784.78,7221923.75,9188.485
1590184800,9199.8,9217.09,9180.82,9204.3,784.45,7225490.55,9198.955
1590188400,9170.74,9200.53,9140.14,9199.8,834.42,7651109.39,9170.335
1590192000,9252.34,9259.0,9170.42,9170.74,1491.66,13755622.05,9214.71
1590195600,9240.04,9275.21,9232.23,9252.34,1305.85,12096774.05,9253.72
1590199200,9281.71,9298.6,9239.98,9240.04,1253.21,11633665.8,9269.29
1590202800,9293.48,9311.34,9280.47,9281.71,1230.35,11450386.03,9295.904999999999
1590206400,9260.97,9306.37,9249.52,9293.48,817.48,7590345.84,9277.945
1590210000,9265.77,9275.5,9245.36,9260.97,687.96,6382566.66,9260.43
1590213600,9247.33,9266.13,9220.34,9265.77,860.22,7959321.97,9243.235
1590217200,9262.19,9274.08,9232.1,9247.33,813.33,7533931.09,9253.09
1590220800,9201.66,9262.25,9170.3,9262.19,1373.46,12644547.0,9216.275
1590224400,9144.91,9206.15,9121.6,9201.66,1171.72,10743843.42,9163.875
1590228000,9147.99,9154.43,9105.23,9144.91,1537.38,14035185.66,9129.83
1590231600,9184.88,9198.75,9141.69,9147.99,1259.73,11563850.12,9170.220000000001
1590235200,9137.61,9185.01,9101.08,9184.88,1235.69,11304005.89,9143.045
1590238800,9165.02,9177.32,9121.42,9137.61,780.52,7148392.77,9149.369999999999
1590242400,9204.72,9224.46,9149.38,9165.02,977.6,8998781.19,9186.919999999998
1590246000,9205.43,9216.49,9178.24,9204.72,769.66,7079806.81,9197.365
1590249600,9186.4,9217.62,9149.04,9205.43,961.03,8828544.44,9183.330000000002
1590253200,9180.58,9213.16,9174.21,9186.4,561.56,5172508.98,9193.685
1590256800,9166.81,9212.94,9155.76,9180.58,782.22,7190721.21,9184.35
1590260400,9185.58,9199.35,9133.79,9166.81,816.04,7500434.28,9166.57
1590264000,9239.23,9252.38,9175.75,9185.58,1006.11,9281664.21,9214.064999999999
1590267600,9229.05,9243.87,9220.63,9239.23,624.04,5769790.95,9232.25
1590271200,9235.51,9250.97,9221.82,9229.05,443.7,4100821.13,9236.395
1590274800,9186.19,9236.68,9161.91,9235.51,876.15,8054005.85,9199.295
1590278400,9202.79,9216.05,9140.34,9186.19,1050.06,9636204.85,9178.195
1590282000,9177.89,9220.03,9177.89,9202.79,584.99,5390463.06,9198.96
1590285600,9211.58,9234.5,9177.89,9177.89,542.96,5008918.72,9206.195
1590289200,9198.95,9222.05,9185.92,9211.58,487.56,4491163.67,9203.985
1590292800,9197.17,9228.34,9197.16,9198.95,323.94,2988314.59,9212.75
1590296400,9210.92,9224.52,9187.63,9197.17,283.6,2614054.53,9206.075
1590300000,9287.76,9307.11,9210.92,9210.92,2257.89,20968586.94,9259.015
1590303600,9269.17,9300.69,9257.12,9287.76,893.84,8299162.53,9278.905
1590307200,9274.41,9283.56,9254.95,9269.17,633.92,5882217.46,9269.255000000001
1590310800,9277.16,9305.11,9270.48,9274.41,592.31,5504250.92,9287.795
1590314400,9279.93,9298.3,9262.01,9277.16,443.36,4123593.39,9280.154999999999
1590318000,9125.16,9280.71,9110.12,9279.93,3458.03,31717534.2,9195.415
1590321600,9165.39,9185.2,9103.82,9125.16,1747.27,15977866.75,9144.51
1590325200,9101.33,9165.59,9057.51,9165.39,2282.2,20757261.47,9111.55
1590328800,9083.44,9101.83,9022.62,9101.33,2508.5,22717303.9,9062.225
1590332400,9070.89,9097.29,9042.38,9083.44,1491.82,13539732.2,9069.835
1590336000,8943.26,9070.89,8865.88,9070.89,7708.51,68859492.67,8968.384999999998
1590339600,8943.42,8980.26,8931.85,8943.26,2122.05,19007469.41,8956.055
1590343200,8947.32,8979.08,8904.11,8943.42,2019.42,18100949.13,8941.595000000001
1590346800,9018.21,9038.63,8941.4,8947.32,1887.19,16995573.32,8990.015
1590350400,9008.76,9049.53,8991.59,9018.21,1453.18,13121357.3,9020.560000000001
1590354000,9057.88,9088.14,9005.54,9008.76,1235.3,11194987.71,9046.84
1590357600,9042.51,9070.08,9020.6,9057.88,1006.04,9100966.28,9045.34
1590361200,8718.49,9051.19,8707.14,9042.51,8722.67,76755990.47,8879.165
1590364800,8814.48,8823.45,8639.46,8718.49,6002.23,52576198.49,8731.455
1590368400,8794.45,8814.83,8767.74,8814.48,1362.39,11985902.41,8791.285
1590372000,8799.3,8820.91,8774.26,8794.45,1164.82,10263836.45,8797.585
1590375600,8787.37,8799.49,8746.09,8799.3,2004.92,17571889.38,8772.79
1590379200,8813.93,8816.9,8775.49,8787.37,788.39,6938271.11,8796.195
1590382800,8781.09,8820.7,8766.92,8813.93,1139.1,10016318.58,8793.810000000001
1590386400,8793.5,8812.83,8768.02,8781.09,1412.86,12431530.69,8790.425
1590390000,8868.06,8873.65,8780.28,8793.5,2117.42,18716461.47,8826.965
1590393600,8827.34,8879.46,8824.13,8868.06,1549.64,13709505.39,8851.794999999998
1590397200,8757.45,8876.22,8728.11,8827.34,2814.92,24747809.62,8802.165
1590400800,8699.34,8799.93,8686.66,8757.45,2250.78,19685247.85,8743.295
1590404400,8753.13,8766.47,8684.68,8699.34,1747.81,15271199.32,8725.575
1590408000,8762.66,8786.9,8742.4,8753.13,1954.23,17130046.71,8764.65
1590411600,8818.96,8829.43,8737.98,8762.66,1874.92,15799577.53,8783.705
1590415200,8755.69,8857.49,8750.38,8818.96,2824.35,24903232.36,8803.935
1590418800,8788.48,8801.55,8744.59,8755.69,1477.19,12970998.55,8773.07
1590422400,8811.95,8847.6,8775.85,8788.48,1482.21,13075520.36,8811.725
1590426000,8895.94,8919.31,8797.64,8811.95,2380.07,21120483.13,8858.474999999999
1590429600,8892.71,8912.28,8865.86,8895.94,1583.39,14084874.75,8889.07
1590433200,8937.16,8977.43,8881.12,8892.71,2388.4,21351052.89,8929.275000000001
1590436800,8915.36,8949.29,8909.78,8937.16,1009.69,9017865.37,8929.535
1590440400,8901.53,8926.93,8874.86,8915.36,1146.79,10222906.79,8900.895
1590444000,8906.13,8925.12,8873.89,8901.53,698.2,6227276.84,8899.505000000001
1590447600,8901.48,8937.57,8895.3,8906.13,719.58,6423511.93,8916.435
1590451200,8858.44,8926.95,8831.44,8901.48,1879.66,16674918.24,8879.195
1590454800,8883.95,8890.72,8858.44,8858.44,822.49,7306597.49,8874.58
1590458400,8881.57,8914.8,8881.54,8883.95,798.27,7110292.92,8898.17
1590462000,8906.21,8930.47,8872.82,8881.57,998.47,8896072.21,8901.645
1590465600,8909.99,8925.8,8884.08,8906.21,882.02,7864735.22,8904.939999999999
1590469200,8935.52,8939.54,8899.51,8909.99,1109.28,9905484.8,8919.525000000001
1590472800,8894.08,8937.92,8889.45,8935.52,846.58,7551712.65,8913.685000000001
1590476400,8958.3,8963.91,8869.68,8894.08,1771.81,15819497.17,8916.795
1590480000,8970.81,9011.53,8946.66,8958.3,1840.18,16544472.45,8979.095000000001
1590483600,8894.17,8990.37,8887.42,8970.81,2371.83,21181572.61,8938.895
1590487200,8873.41,8895.26,8847.86,8894.17,2406.87,21357660.1,8871.560000000001
1590490800,8870.83,8885.51,8845.44,8873.41,971.47,8628876.36,8865.475
1590494400,8818.71,8910.41,8796.57,8870.83,3107.29,27482194.91,8853.49
1590498000,8817.53,8862.22,8793.38,8818.71,2505.79,22121337.14,8827.8
1590501600,8819.28,8862.0,8804.54,8817.53,2182.8,19289829.11,8833.27
1590505200,8732.0,8838.75,8705.66,8819.28,3944.0,34563015.31,8772.205
1590508800,8789.28,8805.69,8709.8,8732.0,2465.53,21629861.61,8757.744999999999
1590512400,8811.65,8825.67,8785.0,8789.28,1565.73,13798083.64,8805.335
1590516000,8812.81,8827.65,8801.44,8811.65,1466.44,12925490.74,8814.545
1590519600,8794.28,8813.37,8765.74,8812.81,1632.59,14350321.93,8789.555
1590523200,8867.3,8880.08,8794.22,8794.28,1579.96,13978212.41,8837.15
1590526800,8847.35,8883.16,8835.14,8867.3,1025.24,9084646.71,8859.15
1590530400,8835.42,8850.32,8807.14,8847.35,926.37,8187107.06,8828.73
1590534000,8844.5,8858.65,8821.44,8835.42,754.5,6678789.45,8840.045
1590537600,8885.85,8895.55,8838.33,8844.5,1550.11,13755246.41,8866.939999999999
1590541200,8854.28,8890.67,8853.32,8885.85,995.4,8832319.34,8871.994999999999
1590544800,8823.7,8877.1,8820.55,8854.28,970.04,8589535.32,8848.825
1590548400,8834.21,8853.52,8823.7,8823.7,650.25,5758409.82,8838.61
1590552000,8857.62,8857.62,8830.2,8834.21,591.43,5232767.36,8843.91
1590555600,8877.36,8878.87,8855.69,8857.62,601.35,5339374.8,8867.28
1590559200,8844.13,8884.22,8838.25,8877.36,635.98,5632781.56,8861.235
1590562800,8846.76,8864.9,8834.96,8844.13,542.0,4804869.57,8849.93
1590566400,8931.52,8956.04,8845.31,8846.76,2557.18,22802368.44,8900.675
1590570000,8933.29,8938.52,8913.49,8931.52,997.35,8906411.85,8926.005000000001
1590573600,9126.95,9166.2,8927.98,8933.29,6710.74,60951782.3,9047.09
1590577200,9150.73,9158.97,9114.1,9126.95,2423.21,22139476.68,9136.535
1590580800,9151.13,9190.24,9138.07,9150.73,3127.55,28673116.74,9164.154999999999
1590584400,9150.19,9184.3,9135.25,9151.13,2571.01,23542302.97,9159.775
1590588000,9155.39,9170.91,9125.2,9150.19,1604.72,14674517.26,9148.055
1590591600,9146.8,9222.3,9130.5,9155.39,3014.39,27632269.87,9176.4
1590595200,9172.37,9191.63,9141.85,9146.8,1483.69,13608287.27,9166.74
1590598800,9195.54,9214.9,9169.2,9172.37,1814.81,16683284.81,9192.05
1590602400,9170.46,9199.98,9164.71,9195.54,1169.76,10734278.93,9182.345
1590606000,9156.37,9172.56,9141.77,9170.46,1339.56,12258732.54,9157.165
1590609600,9164.19,9174.69,9155.65,9156.37,1099.51,10074723.79,9165.17
1590613200,9066.35,9164.9,9062.64,9164.19,2095.29,19071280.25,9113.77
1590616800,9097.54,9124.36,9059.65,9066.35,1216.0,11066015.34,9092.005000000001
1590620400,9204.62,9204.62,9093.38,9097.54,2261.02,20710981.38,9149.0
1590624000,9271.21,9271.3,9172.09,9204.62,2586.65,23843212.49,9221.695
1590627600,9219.87,9278.04,9219.87,9271.21,2338.76,21607013.7,9248.955000000002
1590631200,9201.25,9227.67,9169.03,9219.87,1294.41,11897883.67,9198.35
1590634800,9167.98,9202.01,9157.3,9201.25,798.18,7324999.93,9179.654999999999
1590638400,9181.39,9197.65,9140.6,9167.98,1017.92,9337297.93,9169.125
1590642000,9165.41,9181.39,9128.55,9181.39,785.11,7187671.05,9154.97
1590645600,9164.05,9175.17,9150.34,9165.41,777.36,7118444.2,9162.755000000001
1590649200,9145.54,9181.01,9127.09,9164.05,838.72,7671276.7,9154.05
1590652800,9184.94,9185.72,9112.3,9145.54,1179.24,10787684.85,9149.009999999998
1590656400,9201.67,9202.67,9177.44,9184.94,1589.16,14598334.03,9190.055
1590660000,9163.5,9202.84,9162.65,9201.67,1467.1,13471195.95,9182.744999999999
1590663600,9261.05,9278.07,9156.31,9163.5,3397.16,31371289.07,9217.189999999999
1590667200,9425.9,9433.95,9254.36,9261.05,6491.91,60719182.12,9344.155
1590670800,9407.08,9448.74,9383.03,9425.9,3965.6,37279110.54,9415.885
1590674400,9467.88,9499.47,9406.94,9407.08,4884.93,46212782.12,9453.205
1590678000,9495.16,9509.35,9443.4,9467.88,3008.91,28521500.24,9476.375
1590681600,9451.25,9527.63,9443.82,9495.16,3565.96,33798499.61,9485.724999999999
1590685200,9467.43,9473.97,9450.07,9451.25,1678.68,15878765.04,9462.02
1590688800,9430.43,9474.89,9430.41,9467.43,1993.77,18844714.71,9452.65
1590692400,9455.63,9476.44,9413.0,9430.43,1854.82,17518339.95,9444.720000000001
1590696000,9447.53,9459.48,9424.4,9455.63,1748.68,16501103.2,9441.939999999999
1590699600,9437.5,9479.1,9417.67,9447.53,1928.46,18207652.7,9448.385
1590703200,9487.86,9545.93,9437.5,9437.5,2821.23,26799772.44,9491.715
1590706800,9579.71,9619.34,9486.81,9487.86,4612.9,44115717.86,9553.075
1590710400,9513.71,9601.43,9504.07,9579.71,4015.3,38347167.53,9552.75
1590714000,9511.14,9534.45,9469.2,9513.71,1920.2,18226942.58,9501.825
1590717600,9505.36,9533.43,9492.82,9511.14,1037.83,9868341.33,9513.125
1590721200,9520.11,9531.17,9491.49,9505.36,1079.87,10262251.86,9511.33
1590724800,9494.89,9532.52,9492.38,9520.11,955.21,9078736.37,9512.45
1590728400,9515.62,9527.45,9472.44,9494.89,884.63,8403226.2,9499.945
1590732000,9512.08,9545.79,9503.76,9515.62,1083.74,10314216.84,9524.775000000001
1590735600,9518.47,9533.8,9503.95,9512.08,1167.67,11112623.16,9518.875
1590739200,9448.21,9586.9,9429.22,9518.47,4202.03,39871908.41,9508.06
1590742800,9449.84,9472.79,9439.52,9448.21,1665.59,15754710.76,9456.155
1590746400,9359.34,9467.49,9357.2,9449.84,3100.05,29155014.43,9412.345000000001
1590750000,9397.18,9410.65,9345.35,9359.34,2119.28,19890725.59,9378.0
1590753600,9396.92,9446.64,9373.59,9397.18,1843.42,17353743.97,9410.115
1590757200,9433.77,9438.18,9384.37,9396.92,1704.98,16053106.64,9411.275000000001
1590760800,9441.61,9469.04,9422.77,9433.77,2082.61,19664078.95,9445.905
1590764400,9401.44,9444.53,9344.8,9441.61,2378.89,22324104.17,9394.665
1590768000,9428.25,9442.24,9393.8,9401.44,1397.17,13166208.81,9418.02
1590771600,9424.18,9448.69,9413.54,9428.25,1558.24,14693519.74,9431.115000000002
1590775200,9431.23,9436.06,9398.67,9424.18,1482.89,13957175.02,9417.365
1590778800,9400.61,9431.76,9393.3,9431.23,1114.88,10487984.49,9412.529999999999
